epoch,train_loss,val_loss,train_mae,val_mae
76,0.3090362250804901,0.1343594193458557,0.43539005517959595,0.2842923402786255
77,0.3090571463108063,0.1334182620048523,0.4359246790409088,0.283674031496048
78,0.3102738559246063,0.12941154837608337,0.435982346534729,0.2776212692260742
79,0.30827951431274414,0.1307470202445984,0.4339177906513214,0.2801796793937683
80,0.3039899468421936,0.12789078056812286,0.43331530690193176,0.27705952525138855
81,0.302683562040329,0.12277600914239883,0.4303659200668335,0.2719009518623352
82,0.3035029172897339,0.12206112593412399,0.43137794733047485,0.2707216143608093
83,0.30415263772010803,0.12278291583061218,0.4310115575790405,0.27129626274108887
84,0.3037371039390564,0.12157423049211502,0.43042460083961487,0.2705649733543396
85,0.30210790038108826,0.11859839409589767,0.43021729588508606,0.26559725403785706
86,0.30105558037757874,0.11935200542211533,0.42848649621009827,0.267442524433136
87,0.2955247759819031,0.11714384704828262,0.42405495047569275,0.264599084854126
88,0.2951327860355377,0.11231515556573868,0.4255252182483673,0.25884678959846497
89,0.2953793704509735,0.11213349550962448,0.4251185357570648,0.25903603434562683
90,0.2944009602069855,0.1134023666381836,0.42479366064071655,0.25950321555137634
91,0.2909863591194153,0.11225658655166626,0.4218110740184784,0.25884801149368286
92,0.2896396517753601,0.1095544621348381,0.4209018349647522,0.25558334589004517
93,0.292422890663147,0.11127077043056488,0.4224587678909302,0.25802120566368103
94,0.2885834276676178,0.10393190383911133,0.4200104773044586,0.24906077980995178
95,0.2897012233734131,0.10711052268743515,0.420269638299942,0.2514474093914032
96,0.2843163311481476,0.10589324682950974,0.4168946146965027,0.25102153420448303
97,0.2851988971233368,0.10353752225637436,0.4184425175189972,0.247598797082901
98,0.28485995531082153,0.10483623296022415,0.41701462864875793,0.24988748133182526
99,0.28371748328208923,0.1037142276763916,0.4157314598560333,0.249028742313385
100,0.2831418812274933,0.10555624961853027,0.4140515923500061,0.24973398447036743
